158,126.76
181,54.31
191,83.64
192,121.74
203,139.78
216,128.41
175,118.02
197,42.68
216,134.35
220,93.02
168,100.17
197,151.22
178,154.84
174,93.8
159,153.35
184,135.81
194,103.76
179,100.55
202,127.57
169,122.03
218,65.22
210,120.16
192,113.77
173,101.14
160,72.57
194,80.01
198,66.67
185,118.66
206,133.28
181,70.85
180,60.02
155,157.69
185,59.73
206,81.8
189,111.3
216,128.1
210,58.5
193,148.81
218,137.31
162,61.19
172,157.27
213,136.5
177,149.47
205,58.21
162,40.58
176,99.68
209,105.42
213,107.99
159,155.4
180,95.71
176,149.44
198,157.33
216,81.65
195,112.31
191,116.31
190,92.4
170,78.37
170,152.03
219,59.12
189,60.13
192,118.78
205,63.12
168,95.38
171,75.98
168,153.98
216,54.28
212,140.54
158,71.08
194,55.91
156,142.59
174,94.83
157,50.69
206,120.63
217,104.84
197,69.83
170,82.33
166,59.39
151,158.47
200,77.65
163,44.79
196,72.44
158,143.74
219,125.48
190,42.61
214,146.69
151,87.09
186,101.8
176,132.84
160,98.06
191,145.57
160,97.21
152,85.25
201,53.96
167,87.25
150,60.23
159,71.29
160,52.58
153,141.56
155,143.95
172,70.67
197,73.2
211,68.43
161,43.61
202,142.54
203,135.02
211,72.59
150,73.88
186,77.11
217,81.76
204,92.5
157,85.14
208,43.29
167,82.75
190,100.16
172,148.67
178,147.01
190,83.41
184,44.36
205,142.87
214,41.49
192,106.16
152,55.2
168,115.79
210,51.66
175,76.41
183,140.32
160,40.71
173,147.01
217,141.9
154,101.8
163,106.44
195,56.79
201,96.5
195,45.93
163,76.45
180,61.83
154,108.04
183,74.99
214,123.95
215,130.42
192,58.52
216,153.65
173,99.29
215,114.05
184,140.61
171,94.35
159,128.08
201,139.05
176,153.48
200,65.89
180,146.4
209,52.67
176,79.21
194,53.04
200,65.96
162,156.26
152,92.26
214,156.01
189,102.74
188,40.58
212,48.36
162,121.67
178,111.97
150,110.39
152,149.68
180,46.03
212,130.54
213,130.72
183,83.66
192,112.94
171,114.79
174,141.02
195,152.78
185,128.38
213,61.98
151,124.03
215,43.08
201,43.38
186,105.54
193,118.71
209,140.16
215,110.76
193,121.03
219,121.85
211,156.9
172,40.25
157,102.74
152,73.81
204,117.05
158,62.01
164,70.23
167,119.27
157,56.08
173,67.78
179,152.23
179,75.17
219,68.07
190,64.43
212,135.06
192,71.26
185,50.88
172,143.56
195,43.53
190,92.61
171,150.37
199,56.31
213,118.46
188,106.94
198,80.47
163,81.13
204,58.41
173,103.85
190,84.85
193,40.95
179,159.18
206,116.22
158,155.93
183,100.56
170,132.24
157,154.57
156,68.24
154,68.28
204,107.94
155,135.07
174,99.7
155,115.6
181,137.86
183,139.6
211,101.05
167,99.51
159,97.39
189,125.12
166,129.43
211,138.09
151,88.3
169,68.78
174,51.24
215,154.93
153,76.63
206,64.16
197,44.87
190,41.1
211,83.86
205,76.44
205,103.01
205,99.55
199,43.63
215,88.32
210,55.11
210,83.49
210,157.47
218,138.47
165,132.41
156,129.13
170,123.66
215,132.75
189,153.78
208,117.59
170,74.14
201,93.44
214,49.3
208,139.38
181,155.59
169,149.97
176,101.3
156,138.16
211,68.42
207,86.4
180,43.32
174,42.33
153,41.55
207,128.0
216,117.67
181,83.46
218,55.44
157,57.68
172,151.02
182,143.5
185,42.5
152,100.68
168,119.43
165,72.38
170,99.71
153,48.57
190,137.74
191,139.14
161,143.87
218,144.74
168,45.79
196,135.66
175,90.94
180,136.04
173,111.12
184,136.72
154,72.4
189,62.98
150,148.1
201,119.41
166,58.61
163,70.7
178,146.43
155,66.91
167,119.39
183,86.18
199,126.11
209,133.95
199,65.92
199,136.08
205,125.7
172,60.15
154,52.94
185,103.52
199,141.62
151,109.68
180,140.72
203,82.15
174,151.85
192,67.09
199,144.09
179,145.74
191,64.03
210,111.65
190,144.83
207,112.15
188,156.77
168,47.41
151,136.49
194,71.66
217,43.59
220,62.72
159,63.11
196,152.55
214,118.38
161,90.67
193,91.18
155,80.44
197,104.78
175,75.92
190,123.25
207,44.26
155,100.94
219,155.79
152,126.91
169,88.72
171,146.33
170,60.37
181,47.81
178,78.25
180,151.01
219,153.29
152,156.58
214,108.87
197,127.13
201,80.05
205,61.98
153,106.41
168,57.06
176,100.63
175,67.68
219,90.09
156,143.56
166,59.0
174,51.22
220,128.42
167,63.43
162,98.04
170,115.52
172,92.48
209,88.62
202,93.32
158,146.3
220,102.21
190,50.75
213,106.22
180,63.2
217,140.05
179,136.37
187,107.5
169,118.94
216,114.89
173,42.71
215,121.81
194,159.55
190,103.57
166,114.79
163,76.48
156,50.16
212,83.64
197,125.94
195,135.59
199,116.6
185,148.23
166,83.85
216,99.22
195,92.74
196,81.0
154,159.76
150,97.87
215,74.86
189,108.94
210,141.74
188,92.95
164,130.03
219,114.68
205,141.73
182,138.03
191,64.51
175,144.16
190,124.99
186,84.77
178,101.96
214,92.46
203,76.26
197,81.64
206,81.48
161,109.09
208,47.28
200,40.75
192,158.24
191,110.62
168,98.1
154,42.17
180,122.7
220,130.18
180,109.68
212,112.88
217,143.62
177,78.42
171,49.06
175,128.62
206,45.54
173,66.5
174,69.27
212,131.49
182,151.06
170,58.36
169,119.2
